,Run1_1pM Pb_D1,Run2_1pM Pb_D1,Run3_1pM Pb_D1,Run4_1pM Pb_D1,Run5_1pM Pb_D1,Run6_1pM Pb_D1,Run7_1pM Pb_D1,CQD1_1pM Pb_D1,CQD2_1pM Pb_D1,CQD3_1pM Pb_D1,CQD4_1pM Pb_D1,CQD5_1pM Pb_D1,CQD6_1pM Pb_D1,CQD7_1pM Pb_D1,Run1_5pM Pb_D1,Run2_5pM Pb_D1,Run3_5pM Pb_D1,Run4_5pM Pb_D1,Run5_5pM Pb_D1,Run6_5pM Pb_D1,Run7_5pM Pb_D1,CQD1_5pM Pb_D1,CQD2_5pM Pb_D1,CQD3_5pM Pb_D1,CQD4_5pM Pb_D1,CQD5_5pM Pb_D1,CQD6_5pM Pb_D1,CQD7_5pM Pb_D1,Run1_1pM Pb_D2,Run2_1pM Pb_D2,Run3_1pM Pb_D2,Run4_1pM Pb_D2,Run5_1pM Pb_D2,Run6_1pM Pb_D2,Run7_1pM Pb_D2,CQD1_1pM Pb_D2,CQD2_1pM Pb_D2,CQD3_1pM Pb_D2,CQD4_1pM Pb_D2,CQD5_1pM Pb_D2,CQD6_1pM Pb_D2,CQD7_1pM Pb_D2,Run1_5pM Pb_D2,Run2_5pM Pb_D2,Run3_5pM Pb_D2,Run4_5pM Pb_D2,Run5_5pM Pb_D2,Run6_5pM Pb_D2,Run7_5pM Pb_D2,CQD1_5pM Pb_D2,CQD2_5pM Pb_D2,CQD3_5pM Pb_D2,CQD4_5pM Pb_D2,CQD5_5pM Pb_D2,CQD6_5pM Pb_D2,CQD7_5pM Pb_D2,Run1_1pM Pb_D3,Run2_1pM Pb_D3,Run3_1pM Pb_D3,Run4_1pM Pb_D3,Run5_1pM Pb_D3,Run6_1pM Pb_D3,Run7_1pM Pb_D3,CQD1_1pM Pb_D3,CQD2_1pM Pb_D3,CQD3_1pM Pb_D3,CQD4_1pM Pb_D3,CQD5_1pM Pb_D3,CQD6_1pM Pb_D3,CQD7_1pM Pb_D3,Run1_5pM Pb_D3,Run2_5pM Pb_D3,Run3_5pM Pb_D3,Run4_5pM Pb_D3,Run5_5pM Pb_D3,Run6_5pM Pb_D3,Run7_5pM Pb_D3,CQD1_5pM Pb_D3,CQD2_5pM Pb_D3,CQD3_5pM Pb_D3,CQD4_5pM Pb_D3,CQD5_5pM Pb_D3,CQD6_5pM Pb_D3,CQD7_5pM Pb_D3,Run1_1pM Pb_D4,Run2_1pM Pb_D4,Run3_1pM Pb_D4,Run4_1pM Pb_D4,Run5_1pM Pb_D4,Run6_1pM Pb_D4,Run7_1pM Pb_D4,CQD1_1pM Pb_D4,CQD2_1pM Pb_D4,CQD3_1pM Pb_D4,CQD4_1pM Pb_D4,CQD5_1pM Pb_D4,CQD6_1pM Pb_D4,CQD7_1pM Pb_D4,Run1_5pM Pb_D4,Run2_5pM Pb_D4,Run3_5pM Pb_D4,Run4_5pM Pb_D4,Run5_5pM Pb_D4,Run6_5pM Pb_D4,Run7_5pM Pb_D4,CQD1_5pM Pb_D4,CQD2_5pM Pb_D4,CQD3_5pM Pb_D4,CQD4_5pM Pb_D4,CQD5_5pM Pb_D4,CQD6_5pM Pb_D4,CQD7_5pM Pb_D4,Run1_1pM Pb_D5,Run2_1pM Pb_D5,Run3_1pM Pb_D5,Run4_1pM Pb_D5,Run5_1pM Pb_D5,Run6_1pM Pb_D5,Run7_1pM Pb_D5,CQD1_1pM Pb_D5,CQD2_1pM Pb_D5,CQD3_1pM Pb_D5,CQD4_1pM Pb_D5,CQD5_1pM Pb_D5,CQD6_1pM Pb_D5,CQD7_1pM Pb_D5,Run1_5pM Pb_D5,Run2_5pM Pb_D5,Run3_5pM Pb_D5,Run4_5pM Pb_D5,Run5_5pM Pb_D5,Run6_5pM Pb_D5,Run7_5pM Pb_D5,CQD1_5pM Pb_D5,CQD2_5pM Pb_D5,CQD3_5pM Pb_D5,CQD4_5pM Pb_D5,CQD5_5pM Pb_D5,CQD6_5pM Pb_D5,CQD7_5pM Pb_D5
98,756.2379761,761.3225708,757.6735229,758.5834351,762.4179688,767.2876587,762.5689087,855.4099121,862.3532104,861.8036499,861.5177612,859.5825195,858.3876343,858.4677124,783.0574341,789.6760864,788.7528687,785.0005493,786.7107544,783.4033203,785.932312,869.1551514,874.0827026,871.0195313,872.0491943,876.9350586,874.1824341,873.4865723,787.9896851,785.8185425,788.3683472,787.4953613,787.5786743,788.8525391,789.9768677,865.0084229,863.9717407,863.3948975,863.3948975,863.5795898,861.5969849,863.3059692,790.2340088,790.9553833,786.1166992,790.9804688,790.6270142,790.6481323,787.2307129,862.1762085,857.9777222,865.9585571,859.6022339,858.2503052,865.0805054,859.0480957,787.0518799,792.1217041,785.1566772,786.3826294,790.4892578,789.7504272,790.029541,862.0894165,858.7736206,863.288147,861.3131714,855.0438843,859.284729,862.2592773,803.1242065,797.8613892,795.6456299,797.1272583,800.4572754,793.1262817,800.907959,875.4429932,881.173645,874.3682251,878.3222046,880.6558228,879.1548462,877.5567017,787.2462158,780.9058228,780.8778076,781.571167,783.194458,780.5167847,779.3034058,865.2467651,858.291626,856.5385742,859.5591431,858.3882446,863.2478638,856.9663086,781.0606689,785.6567993,781.4588013,779.8601685,782.8597412,783.5022583,782.7754517,859.59552,856.675354,860.2788696,863.9215698,861.9017334,858.3543091,858.0164185,773.2658691,772.0613403,778.0162354,773.083313,769.9399414,771.1279297,771.6491699,863.2000122,866.5905151,863.9717407,862.5213013,864.0073242,861.2960815,863.9837036,773.2658691,772.0613403,778.0162354,773.083313,769.9399414,771.1279297,771.6491699,863.2000122,866.5905151,863.9717407,862.5213013,864.0073242,861.2960815,863.9837036
90,817.18396,817.5144653,815.5859985,821.2102661,819.3080444,819.4129639,816.3535767,920.2938232,925.1982422,924.8062744,922.5627441,922.1530762,926.8550415,925.2266235,844.5027466,841.4832153,844.6152954,843.3736572,844.1768188,841.3574219,843.1964722,932.2557373,938.0914307,934.3928833,937.458252,941.7144165,934.7977905,933.8660278,846.3654785,841.2379761,843.1378784,843.8128662,839.8939209,844.0841064,843.1494141,929.251709,929.9014893,927.8880615,927.8880615,931.6826782,928.3370972,925.887146,849.4910278,845.538269,849.4102173,847.8156738,848.1724854,849.6247559,850.220459,925.2757568,926.1112061,924.6060791,925.6454468,923.1229858,926.8414307,921.5186157,846.864563,845.4489136,847.6061401,847.6365967,847.7723389,845.3909302,847.8365479,920.8608398,922.272522,920.546814,925.1875,921.3187256,923.0279541,923.4649658,863.4252319,858.34375,862.2716064,854.215271,855.7702637,859.3713989,861.6192627,936.6660767,942.0691528,937.0040283,941.0509033,944.1696777,942.96521,939.3657227,840.9160156,841.4460449,839.5233765,841.3036499,842.8737793,830.7474976,839.427063,923.6970825,923.9627686,921.9627686,925.4429321,922.5090942,920.0256348,925.0074463,839.5516357,837.3070068,840.8234863,834.1223755,844.1491699,838.1439209,837.5275269,914.8309326,921.8658447,920.8425903,921.7661133,923.744873,919.3406372,916.7005005,829.1760864,831.0990601,829.487915,827.8361816,827.5673828,829.5008545,830.9306641,929.3349609,933.3983154,933.3101807,928.1577759,928.7751465,930.1246948,921.7463379,829.1760864,831.0990601,829.487915,827.8361816,827.5673828,829.5008545,830.9306641,929.3349609,933.3983154,933.3101807,928.1577759,928.7751465,930.1246948,921.7463379
77,814.9379272,814.2988281,814.4780884,819.6239014,818.2896118,820.0561523,820.0200806,925.065918,925.3389282,925.6694946,925.581543,923.0733032,926.1228027,925.5820313,842.632019,842.1133423,843.2203979,845.4545898,846.5233765,840.5065918,846.0134277,932.1657715,936.1309814,930.6987915,935.7081909,936.6317139,935.2346191,931.6157227,847.2114868,846.3410034,849.2123413,847.7745361,846.0541992,845.1307983,844.6939697,925.6843872,929.2567139,925.3282471,925.3282471,921.3033447,921.8679199,921.9569092,848.7893066,852.2307129,849.255249,847.8278198,851.4169922,850.8405762,850.3345337,925.1077271,927.6932983,921.9754028,921.5410767,923.458313,928.4388428,923.8083496,844.8898315,843.9190063,844.8508911,842.8834229,846.5308838,848.4320679,843.9204102,923.3465576,922.3526611,926.3667603,921.750061,923.8852539,932.1560669,924.8354492,860.4020386,851.166748,859.4257202,854.8777466,851.8257446,856.7269287,856.6627197,938.8930054,940.9666748,939.1367188,936.1712036,938.3832397,941.5686035,943.4042969,836.3966675,837.4812012,840.2692261,839.7789307,836.5106812,840.3203735,832.8839111,916.2807007,926.038208,919.0977783,920.4453735,920.9555054,923.7352905,918.7974243,836.6460571,840.7255249,839.8492432,837.9942017,838.9237671,837.40625,838.1600952,913.3530273,917.3446045,920.3408203,915.7959595,925.5568848,918.5264893,920.9318848,829.9425659,828.3364258,828.5160522,836.0236206,822.5696411,828.4414063,824.0401001,933.1339111,926.3652344,924.3934326,924.8781738,927.8289795,925.5877075,929.0615845,829.9425659,828.3364258,828.5160522,836.0236206,822.5696411,828.4414063,824.0401001,933.1339111,926.3652344,924.3934326,924.8781738,927.8289795,925.5877075,929.0615845
100,740.7553711,737.6332397,743.2670898,739.4499512,739.5037842,743.9763184,741.4702759,833.2023926,836.0071411,835.5269165,837.3041382,837.1410522,836.3441772,837.5670166,766.6350708,767.0092773,765.3873291,764.7954102,761.0918579,763.7476196,766.0732422,852.4282837,847.9571533,850.7617798,849.5911865,851.6134033,846.1148071,849.3637695,769.1098022,764.6863403,765.0045776,766.3214111,763.5204468,769.5100098,766.7137451,843.6283569,843.59375,843.1137695,843.1137695,841.3184814,841.6382446,839.2717896,770.1130981,767.6358032,770.2984619,770.6678467,771.4758911,770.743042,768.2485352,836.9690552,839.7966919,841.0895996,838.4429321,839.5048218,841.2313843,838.3768311,770.0229492,765.1864014,765.6068726,766.1713257,769.0390625,764.6766357,767.2970581,835.7342529,836.7180786,840.0238037,832.8915405,839.4925537,834.9209595,836.5699463,775.7645874,782.2568359,773.6483154,773.0969238,775.3092651,774.2764282,780.4885254,849.1342773,852.7835693,853.0487671,856.0870361,856.6533813,853.4567871,856.2322388,764.5341187,762.4160156,758.611145,764.0380859,762.9347534,763.2460938,762.1016235,834.0131226,832.0718994,832.3493652,832.6817627,835.6137085,834.6583252,834.4614258,762.4544678,756.5314941,758.7890015,759.880188,759.3543091,764.8949585,762.8183594,834.645813,839.9250488,840.0200195,833.8289185,837.376709,829.5561523,833.4373779,749.4060059,748.4157715,754.0228882,749.5061035,748.3754883,750.0615845,750.1928101,840.3416138,837.4001465,840.7630615,842.7241211,839.8290405,842.4381714,840.8490601,749.4060059,748.4157715,754.0228882,749.5061035,748.3754883,750.0615845,750.1928101,840.3416138,837.4001465,840.7630615,842.7241211,839.8290405,842.4381714,840.8490601
67,724.2373657,720.9214478,724.0057983,725.1640625,724.9746704,725.2270508,721.699585,819.6868286,817.0056152,818.6027222,817.3447876,818.7284546,817.8327637,819.9282227,744.178772,740.256958,741.8518677,742.0079346,744.9500732,741.4425659,738.7486572,826.7904053,825.5699463,822.3653564,823.8062744,823.7838745,825.7662964,825.2391357,745.506958,741.7637939,744.7628174,749.1775513,745.0103149,746.0259399,745.9703369,816.3007813,817.3997192,812.5246582,812.5246582,813.690979,814.2565308,815.5093994,751.7418213,749.6782837,748.5788574,749.4330444,748.3453369,751.9060669,750.656311,813.4609375,818.0376587,822.5177612,814.9217529,819.2722168,816.7161865,816.0963745,744.3068237,747.3001099,747.3847046,746.4391479,747.8237915,747.859375,747.2741089,815.2404785,816.0213013,820.1439819,810.7374268,820.2973633,816.9564209,815.3422852,750.4641113,758.6737671,752.0911255,753.7869873,751.7501221,753.5594482,754.8693848,827.0674438,828.6730347,828.3745117,830.4342041,827.635376,829.3527832,829.3339233,744.0829468,738.4039917,741.4383545,739.4534912,740.8410645,741.9128418,742.3792114,809.5109253,811.1280518,813.6171875,810.0773926,815.8435669,811.5899048,808.7088623,741.5856323,745.038269,738.2059326,739.664978,738.7950439,740.5281372,738.8141479,810.1072998,816.1769409,809.1124878,810.2773438,815.4145508,812.9899292,816.8557129,733.8967896,732.4181519,731.2679443,729.4435425,732.4467773,735.7930908,728.8308716,819.0852661,821.6062622,816.3323975,814.6971436,823.4855957,817.7261353,816.0422974,733.8967896,732.4181519,731.2679443,729.4435425,732.4467773,735.7930908,728.8308716,819.0852661,821.6062622,816.3323975,814.6971436,823.4855957,817.7261353,816.0422974
64,673.2045288,672.4124756,672.7295532,672.4855347,675.5620728,675.777832,672.2486572,760.3546143,758.5947876,764.9041138,762.1296387,764.0053711,761.4515991,760.8742676,690.2887573,685.2785034,687.6101074,689.7605591,690.7412109,686.7828369,684.4140015,760.6549072,766.168335,763.5220947,764.8937378,766.477478,764.8618164,768.5316772,692.8540039,691.3866577,693.4399414,692.1052246,690.5,691.2698975,690.4713135,760.0584717,757.0302734,758.3551025,758.3551025,755.4839478,755.1424561,756.8355713,695.4768677,695.0830688,698.6497192,699.1830444,701.4741211,698.2579346,702.6763916,758.9825439,760.5301514,757.5872803,759.9351807,761.3894653,759.2193604,756.6590576,693.1270752,690.3648071,694.7900391,693.3841553,692.8605957,693.8619995,696.8323975,757.1660767,756.7103271,755.8913574,759.1692505,761.6251831,761.1849976,753.7642212,700.9356079,700.0648804,696.5117188,700.2897339,698.2503052,697.0343628,699.0609131,767.2454834,770.4511719,771.736084,771.6859131,773.4564209,770.1383667,770.4795532,688.7924805,689.2032471,687.305481,688.3175659,690.0418701,686.1494751,685.7164917,752.3029175,756.2833862,753.8082886,759.3381958,756.107666,753.326416,754.2062988,691.163147,685.7719116,691.1565552,688.7571411,687.3068237,687.0665894,689.4498291,751.3473511,754.8449707,754.357605,754.482666,755.7479858,756.8682861,755.7583008,680.0438843,679.0314331,679.5970459,678.8589478,678.8755493,677.6963501,678.8297729,757.2954102,760.6854858,758.536438,759.3205566,758.9744263,755.9165649,757.8059082,680.0438843,679.0314331,679.5970459,678.8589478,678.8755493,677.6963501,678.8297729,757.2954102,760.6854858,758.536438,759.3205566,758.9744263,755.9165649,757.8059082
88,816.3922729,820.4227905,822.3538208,826.4282837,827.24823,826.1174316,826.7539673,932.18396,929.2774658,935.9446411,932.1816406,927.8031006,930.1314087,932.6138306,850.7645264,853.2976074,851.2615356,852.3110352,854.8952637,850.2392578,856.8621826,943.7774048,940.1303711,944.0596313,946.7549438,944.2914429,944.8192139,945.0803833,854.6419067,853.9978638,853.7512817,852.8064575,852.4268799,851.2942505,849.5092163,941.7218628,937.0908203,934.9701538,934.9701538,939.5274048,935.8447876,935.4873657,858.1220093,863.9768677,857.5706787,854.8225098,857.2972412,856.1801758,859.9136353,934.3343506,932.8900757,939.4210815,935.6279907,935.3574219,935.8486328,934.3684082,851.1682739,851.1948242,852.0548096,854.6484375,856.2473145,855.9920654,853.2142334,931.5592041,930.6760864,931.4337769,931.9887085,937.3051758,928.7199707,934.262085,866.0604858,865.0670166,865.6369629,864.9730835,860.019165,864.6710205,863.1784058,946.8157959,951.1585693,950.3390503,947.5978394,952.5383301,955.9482422,950.8937988,847.3806763,847.3521118,845.9813843,850.0576172,852.0587158,848.8343506,842.5354004,930.2258911,930.6933594,934.2150879,930.6003418,930.2329712,923.7288208,928.8291626,850.3960571,848.1748657,850.9262085,847.3395996,846.9962769,844.6775513,844.9555054,925.1168823,928.1107788,930.4619141,926.6818237,928.2138062,930.8551025,927.2389526,835.3633423,835.9612427,835.3631592,834.8369141,832.8109741,838.0714111,838.2334595,935.7935791,932.7969971,936.5220947,944.6057739,936.6450806,933.7710571,938.2828979,835.3633423,835.9612427,835.3631592,834.8369141,832.8109741,838.0714111,838.2334595,935.7935791,932.7969971,936.5220947,944.6057739,936.6450806,933.7710571,938.2828979
105,680.6724243,677.6647949,680.8022461,680.5651855,681.4862061,683.6974487,681.7061157,767.6223755,771.0988159,772.117981,768.9822998,770.7987061,770.3792114,768.8774414,702.8912354,705.2909546,704.9398804,705.6213989,708.75,703.3137817,705.2028198,782.3392944,782.8128662,783.8014526,781.5361328,781.7887573,782.1885986,782.4240112,704.2166138,704.2741089,705.2248535,706.0611572,704.7625122,706.4041138,703.6075439,772.5275269,774.2816162,771.0977783,771.0977783,775.9906006,771.3418579,772.939209,708.2591553,703.5338745,705.9959106,708.8393555,708.1539307,705.4787598,709.7042847,772.5736694,773.2159424,771.2371826,772.0474854,772.8006592,769.7501221,770.6586304,703.0914917,704.5010376,705.4788818,705.4151001,704.9450684,706.5737305,702.921936,767.8411255,772.182251,769.4448853,769.7243652,771.6200562,771.5122681,771.0323486,715.651123,713.2989502,716.5285034,711.9058228,713.4888916,718.6756592,719.7236938,789.6464844,786.22052,783.6997681,786.1549683,783.4509277,782.4890747,785.4574585,701.0674438,700.0529175,696.9987793,699.8429565,701.621582,701.4577026,703.3218384,772.0852661,770.444458,767.0731201,767.8648071,769.0767212,765.1377563,767.614502,701.9138184,700.1671753,702.2540894,697.1903687,697.6852417,700.5709229,705.1821899,767.0084229,769.7806396,769.836853,774.5603027,770.2046509,768.3536987,767.3881836,691.9797974,690.578125,693.1104126,690.2679443,692.8344116,693.4282837,691.8471069,773.6217041,777.4094238,772.0028687,769.5231934,776.0562134,774.3512573,775.3083496,691.9797974,690.578125,693.1104126,690.2679443,692.8344116,693.4282837,691.8471069,773.6217041,777.4094238,772.0028687,769.5231934,776.0562134,774.3512573,775.3083496
68,740.0994873,736.888916,738.8388672,739.2195435,740.4821777,738.696228,742.2383423,838.324707,834.3312378,836.2090454,834.590332,833.1144409,834.8493652,839.1312256,760.4044189,756.4918823,756.7833862,760.4584351,759.0413818,759.7006836,756.6577759,838.6243896,839.6437988,842.7664185,844.1825562,840.4202271,842.0355835,849.3960571,765.9387207,762.5199585,760.9085083,761.437561,761.0634766,760.8116455,759.6195068,834.1535034,830.4165039,831.6818848,831.6818848,829.6535645,834.3340454,838.6051025,765.6981812,766.0870972,771.6844482,766.7481689,766.2036133,766.5531616,760.3641357,831.7771606,831.5523682,835.4024658,825.769104,831.2495728,837.4677124,836.7467651,758.9094849,764.1517944,760.4696655,762.1260986,759.4868164,761.3741455,762.3348999,831.7441406,830.8601074,835.5128784,833.7210693,836.9465942,830.5687866,832.7990723,767.1297607,768.5458374,770.1184692,771.9632568,768.1720581,771.7371826,770.9710693,846.3418579,847.2250977,850.4720459,844.7623291,852.8560791,842.958252,851.7319946,757.9483032,755.5114136,759.2741089,757.2008057,757.9002075,755.5449829,759.5219727,829.8100586,831.9199219,835.7736206,830.4259644,831.0510254,834.0256348,829.1699219,758.1392822,754.0027466,758.5540771,758.6831665,757.3896484,752.3513184,754.887207,827.416748,829.6276245,826.6836548,828.7319946,829.175354,826.5046387,828.7470703,748.4844971,745.9769287,746.0939941,742.6734619,745.6608276,747.7150269,746.9736938,838.3833618,834.2852783,836.0754395,834.0205688,836.0095215,836.7515259,830.1638184,748.4844971,745.9769287,746.0939941,742.6734619,745.6608276,747.7150269,746.9736938,838.3833618,834.2852783,836.0754395,834.0205688,836.0095215,836.7515259,830.1638184
70,767.2212524,765.7982788,766.6464233,765.7042236,765.3330078,765.9046631,768.697876,864.132019,869.1887817,865.199646,864.8464355,866.7405396,864.9727173,864.1706543,790.0671997,789.711731,787.9697266,790.0817261,787.5566406,785.1940918,788.0263672,877.4152832,876.3775635,873.493103,873.3262329,880.447937,874.3832397,873.2359619,788.3666382,789.9677734,791.8286743,788.8761597,790.7783813,791.8754272,788.1159668,867.7910767,864.4904785,864.7825317,864.7825317,861.5091553,861.2091675,865.2922363,796.5502319,798.1309814,795.201355,805.2960205,791.9515991,796.9009399,799.7985229,869.4390869,864.3652344,869.9412842,860.0718384,867.1439209,864.3399048,864.305603,789.3461304,791.4336548,783.9786377,791.1363525,790.6084595,789.4680176,791.8586426,863.8291016,863.2192383,866.2637939,865.6655884,866.9963989,868.3782959,865.2626953,798.8048706,802.4053955,800.6113892,799.503479,801.2771606,798.4891968,804.7633057,877.835083,879.1505737,877.5029297,876.4923096,885.7900391,879.7792969,877.9363403,787.7125854,787.5374756,784.0632324,786.0012817,784.171875,785.3944092,786.5698242,862.4869385,861.7433472,861.3815308,859.159729,862.5726929,858.9459839,856.9089355,788.9467773,781.6845703,787.1137695,782.8544312,786.3137817,784.2644043,783.6136475,854.7109375,861.7176514,863.7515869,860.0219727,861.5593872,858.1382446,861.6879272,773.5213623,772.9848633,774.4736328,773.2044067,774.5674438,777.3001099,769.3815308,866.0509033,863.6321411,865.3373413,863.4732056,864.2697144,867.6522217,871.756897,773.5213623,772.9848633,774.4736328,773.2044067,774.5674438,777.3001099,769.3815308,866.0509033,863.6321411,865.3373413,863.4732056,864.2697144,867.6522217,871.756897
82,829.3362427,827.9310913,830.6075439,832.6956177,832.7869263,833.7643433,828.9428711,934.3577881,938.9735718,940.6047363,935.3170776,940.6359253,938.5704346,934.1769409,856.3098145,852.6217651,856.6717529,856.8583984,856.0810547,853.5840454,856.5914917,949.9037476,951.5491333,945.1477051,948.6153564,954.0455322,948.5960083,949.6786499,862.5614624,860.258728,864.128479,858.0449219,855.1749268,859.222168,857.8482056,944.0228271,937.4777832,943.4638672,943.4638672,939.9477539,937.2233887,936.8544922,861.741272,860.7382813,860.5570068,857.8378906,862.8890381,863.5758057,860.1982422,938.749939,938.6142578,939.114563,940.2631226,936.0759888,940.4675293,938.1716309,859.6851196,853.7384033,858.3203735,857.1065063,863.0322876,863.2547607,857.0176392,938.7386475,938.5179443,935.671814,939.4361572,939.4747314,938.8269043,935.6549072,872.190918,870.8605347,870.6045532,869.7840576,869.9503174,866.9025269,867.3950195,953.8818359,950.6227417,957.3884888,960.7818604,952.8041382,957.1618042,954.3292847,848.9146729,852.0076294,856.5717773,851.8908081,854.8986206,849.0900879,851.3336792,934.4869995,933.4767456,930.3464966,934.3267822,935.2503662,934.2820435,934.8718262,847.5662231,852.4842529,852.9429321,855.2133179,850.3779907,855.8753052,853.1931763,928.3328857,936.1965942,937.3310547,929.4412842,938.064209,935.1729736,935.3959961,841.9095459,838.8748169,839.7521973,834.7787476,841.1063843,842.9407959,840.2080078,940.3500366,944.7126465,943.461853,943.9874268,942.7504272,944.5866699,936.7285156,841.9095459,838.8748169,839.7521973,834.7787476,841.1063843,842.9407959,840.2080078,940.3500366,944.7126465,943.461853,943.9874268,942.7504272,944.5866699,936.7285156
73,791.649292,791.8959961,796.4104614,793.6973877,794.7209473,793.3477173,791.8934937,895.2008057,898.0020752,905.0288086,904.0318604,902.2654419,899.6330566,899.4516602,817.5287476,815.9171143,813.77948,814.8131104,817.5005493,813.7833862,818.7162476,903.9752808,905.0309448,904.6074829,902.5994263,905.1119385,905.7202148,911.1646118,819.2490845,819.1177979,817.4788208,813.4841309,820.5529175,818.4727173,814.5474854,897.7570801,899.4000854,896.6332397,896.6332397,895.6085205,896.3190918,894.3129272,823.9962769,825.1767578,823.7875366,826.0602417,821.899292,821.7391968,825.3475952,900.3446655,894.5029907,894.3387451,893.7064209,898.6740723,892.1530762,898.4331665,817.000061,818.5441284,820.6569214,819.5378418,820.4647827,819.3531494,817.8622437,895.887207,890.9627075,892.74646,897.4298706,893.4127197,896.0053101,898.3505859,828.4129639,831.4108887,834.0350952,830.1395264,828.4576416,827.4653931,829.6131592,908.333374,910.3115845,907.0871582,908.1945801,910.9220581,908.5767212,910.2727051,814.9517822,813.6451416,811.7575684,813.5984497,813.6766968,813.8670654,814.0595093,889.0360107,892.7045898,890.7559204,895.7160034,893.0276489,892.3200073,891.208374,817.8423462,815.8125,813.0748901,810.5129395,818.7394409,815.7380981,815.7513428,890.1102295,894.8421631,894.5759888,893.6235962,888.9456787,894.5211182,893.9674683,807.022522,805.4358521,801.1361694,802.5278931,803.618103,806.5615845,803.9760742,902.6052856,897.1219482,899.7631226,897.6106567,900.0015259,897.0202637,899.0903931,807.022522,805.4358521,801.1361694,802.5278931,803.618103,806.5615845,803.9760742,902.6052856,897.1219482,899.7631226,897.6106567,900.0015259,897.0202637,899.0903931
78,820.2283325,821.0620728,817.8657837,822.4334717,821.7175903,825.4303589,821.7050171,926.4439087,928.2835693,930.3279419,930.7323608,932.2521973,927.2007446,925.1932983,845.1881104,848.3041382,846.3683472,846.9918213,846.2396851,849.7985229,847.1201172,943.4971924,938.4581299,939.8498535,941.9417114,945.0229492,935.175293,940.8502808,848.9954834,847.2365723,848.7337646,847.4172974,847.9589844,847.7590942,850.1599121,933.5477295,927.8353271,928.2806396,928.2806396,928.2461548,926.0349121,925.3182373,853.5684814,860.1035156,855.8062744,854.5706177,855.3186035,856.0894165,854.6777344,931.4959717,926.2703857,929.5870972,937.8156738,929.3079224,929.5796509,929.567688,846.916626,850.5371704,845.5070801,846.8233643,851.40271,845.5819702,853.0529175,926.9803467,924.1345215,928.8087158,930.2088623,930.6075439,929.1784058,928.5073853,860.3255005,856.9277344,864.1845703,863.6008301,857.2214355,860.5140991,856.2449951,938.9594116,939.8933105,947.142395,946.1543579,947.4957275,949.0847168,945.5328369,846.0253296,842.5421143,841.090332,844.4134521,848.015625,843.0765991,845.2540283,923.0162964,920.5872192,925.5561523,922.519043,926.9376221,924.0164185,920.1883545,838.0457153,841.843689,844.6764526,844.8920898,841.5447998,842.9207153,838.2459717,918.4314575,922.2301636,925.0802612,927.8666382,924.5219116,926.5728149,924.4493408,835.4257813,833.645813,830.4221802,832.8477783,830.9301758,832.196228,832.2293091,939.9437256,929.1260986,930.1079712,924.7016602,936.0987549,929.3520508,929.4024048,835.4257813,833.645813,830.4221802,832.8477783,830.9301758,832.196228,832.2293091,939.9437256,929.1260986,930.1079712,924.7016602,936.0987549,929.3520508,929.4024048
